country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",26-03-2025 22:00,26.349082,92.68449,PM2.5,57,280,122
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",26-03-2025 22:00,26.349082,92.68449,PM10,61,170,108
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",26-03-2025 22:00,26.349082,92.68449,SO2,2,32,15
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",26-03-2025 22:00,26.349082,92.68449,CO,24,106,69
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",26-03-2025 22:00,26.446912,91.439057,PM2.5,238,374,326
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",26-03-2025 22:00,26.446912,91.439057,NO2,1,173,12
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",26-03-2025 22:00,26.446912,91.439057,NH3,1,1,1
India,Assam,Silchar,"Tarapur, Silchar - PCBA",26-03-2025 22:00,24.82827,92.79525,NH3,1,2,1
India,Assam,Silchar,"Tarapur, Silchar - PCBA",26-03-2025 22:00,24.82827,92.79525,CO,14,68,27
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",26-03-2025 22:00,26.987634,94.636574,PM2.5,48,96,68
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",26-03-2025 22:00,26.987634,94.636574,SO2,6,12,8
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",26-03-2025 22:00,25.42742023,86.13886079,OZONE,1,27,4
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",26-03-2025 22:00,26.80365,84.51954,PM2.5,50,243,155
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",26-03-2025 22:00,26.80365,84.51954,NO2,27,31,28
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",26-03-2025 22:00,26.80365,84.51954,CO,37,111,84
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",26-03-2025 22:00,26.80365,84.51954,OZONE,22,30,25
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",26-03-2025 22:00,25.251013,86.989001,NO2,18,58,28
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",26-03-2025 22:00,25.251013,86.989001,CO,12,21,18
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",26-03-2025 22:00,25.265194,87.012947,PM2.5,10,177,102
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",26-03-2025 22:00,25.265194,87.012947,PM10,86,270,142
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",26-03-2025 22:00,16.509717,80.612222,CO,28,40,32
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",26-03-2025 22:00,16.554731,80.64911,SO2,17,25,22
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",26-03-2025 22:00,17.72,83.3,NH3,2,4,2
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",26-03-2025 22:00,27.103358,93.679645,PM2.5,35,345,93
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",26-03-2025 22:00,27.103358,93.679645,PM10,38,288,89
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",26-03-2025 22:00,26.071318,91.87488,SO2,28,35,30
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",26-03-2025 22:00,26.987634,94.636574,CO,6,48,12
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",26-03-2025 22:00,26.987634,94.636574,OZONE,1,16,7
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",26-03-2025 22:00,26.146529,87.454184,SO2,23,28,26
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",26-03-2025 22:00,24.75746,84.366208,NH3,1,1,1
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",26-03-2025 22:00,24.75746,84.366208,SO2,11,18,14
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",26-03-2025 22:00,25.42742023,86.13886079,PM2.5,25,375,152
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",26-03-2025 22:00,25.42742023,86.13886079,NO2,38,126,78
India,Assam,Guwahati,"IITG, Guwahati - PCBA",26-03-2025 22:00,26.2028636,91.70046436,NO2,1,12,4
India,Assam,Guwahati,"IITG, Guwahati - PCBA",26-03-2025 22:00,26.2028636,91.70046436,NH3,5,5,5
India,Assam,Guwahati,"IITG, Guwahati - PCBA",26-03-2025 22:00,26.2028636,91.70046436,OZONE,1,72,24
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",26-03-2025 22:00,26.10887,91.589544,PM10,72,279,186
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",26-03-2025 22:00,26.10887,91.589544,NO2,15,23,19
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",26-03-2025 22:00,26.10887,91.589544,SO2,7,16,12
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",26-03-2025 22:00,26.10887,91.589544,CO,10,64,30
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",26-03-2025 22:00,26.181742,91.78063,PM2.5,113,380,289
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",26-03-2025 22:00,26.181742,91.78063,SO2,18,21,19
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",26-03-2025 22:00,24.762518,84.982348,CO,14,48,16
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",26-03-2025 22:00,25.697189,85.2459,NH3,4,8,6
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",26-03-2025 22:00,26.0881305,87.93840336,SO2,6,69,35
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",26-03-2025 22:00,27.308328,84.531742,PM2.5,52,167,86
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",26-03-2025 22:00,27.308328,84.531742,NO2,4,9,6
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)",26-03-2025 22:00,13.67,79.35,OZONE,21,62,47
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",26-03-2025 22:00,13.615387,79.40923,NO2,10,22,15
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",26-03-2025 22:00,13.615387,79.40923,NH3,1,3,2
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",26-03-2025 22:00,16.509717,80.612222,PM2.5,61,82,73
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",26-03-2025 22:00,16.509717,80.612222,SO2,8,11,9
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",26-03-2025 22:00,13.20488,79.097889,PM2.5,40,201,98
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",26-03-2025 22:00,14.465052,78.824187,OZONE,9,9,9
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",26-03-2025 22:00,16.9872867,81.7363176,PM10,39,65,52
India,Andaman and Nicobar,Sri Vijaya Puram,"Police Line, Sri Vijaya Puram - ANPCC",26-03-2025 22:00,11.654054,92.734055,PM10,22,500,120
India,Andaman and Nicobar,Sri Vijaya Puram,"Police Line, Sri Vijaya Puram - ANPCC",26-03-2025 22:00,11.654054,92.734055,OZONE,1,66,22
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",26-03-2025 22:00,16.5150833,80.5181667,PM10,41,95,59
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",26-03-2025 22:00,25.204762,85.51496,CO,11,12,12
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",26-03-2025 22:00,25.7808257,84.7446768,PM2.5,45,250,85
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",26-03-2025 22:00,24.792403,84.992416,CO,6,148,70
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",26-03-2025 22:00,25.0328,85.41948,PM2.5,NA,NA,NA
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",26-03-2025 22:00,25.0328,85.41948,NH3,2,2,2
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",26-03-2025 22:00,25.0328,85.41948,SO2,NA,NA,NA
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",26-03-2025 22:00,25.0328,85.41948,CO,3,24,20
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",26-03-2025 22:00,25.892357,86.590325,PM10,58,136,99
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",26-03-2025 22:00,25.892357,86.590325,SO2,15,18,17
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",26-03-2025 22:00,25.892357,86.590325,OZONE,9,40,23
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",26-03-2025 22:00,25.859655,85.77944,CO,2,118,65
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",26-03-2025 22:00,24.952822,84.002396,PM10,61,163,104
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",26-03-2025 22:00,24.952822,84.002396,OZONE,2,15,10
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",26-03-2025 22:00,26.2271665,84.3570427,PM10,54,195,126
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",26-03-2025 22:00,26.1209,85.3647,CO,10,50,22
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",26-03-2025 22:00,25.586562,85.043586,PM2.5,31,108,66
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",26-03-2025 22:00,25.586562,85.043586,PM10,99,435,204
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",26-03-2025 22:00,25.586562,85.043586,NH3,2,3,3
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",26-03-2025 22:00,25.586562,85.043586,OZONE,1,38,20
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",26-03-2025 22:00,25.592539,85.227158,PM10,NA,NA,NA
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",26-03-2025 22:00,25.592539,85.227158,OZONE,10,25,17
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",26-03-2025 22:00,25.610369,85.132568,NO2,13,14,13
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",26-03-2025 22:00,25.610369,85.132568,CO,1,24,6
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",26-03-2025 22:00,30.719859,76.738637,CO,34,57,45
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",26-03-2025 22:00,21.185571,81.343175,NO2,7,8,8
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",26-03-2025 22:00,21.185571,81.343175,SO2,8,12,11
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",26-03-2025 22:00,21.224231,81.40835,NO2,18,97,54
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",26-03-2025 22:00,21.224231,81.40835,OZONE,12,46,29
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",26-03-2025 22:00,22.08815,82.13737,PM2.5,NA,NA,NA
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",26-03-2025 22:00,22.08815,82.13737,CO,24,42,35
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",26-03-2025 22:00,22.12665,83.483212,CO,16,88,22
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",26-03-2025 22:00,22.1910172,83.5197009,PM10,54,217,115
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",26-03-2025 22:00,22.1910172,83.5197009,SO2,9,63,17
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",26-03-2025 22:00,22.1910172,83.5197009,CO,8,72,9
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",26-03-2025 22:00,21.258815,81.578979,NH3,6,7,7
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",26-03-2025 22:00,21.219665,81.630094,PM10,41,253,107
India,Bihar,Munger,"Town Hall, Munger - BSPCB",26-03-2025 22:00,25.376776,86.471523,NO2,43,46,45
India,Bihar,Munger,"Town Hall, Munger - BSPCB",26-03-2025 22:00,25.376776,86.471523,NH3,6,7,7
India,Bihar,Munger,"Town Hall, Munger - BSPCB",26-03-2025 22:00,25.376776,86.471523,OZONE,4,41,17
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",26-03-2025 22:00,26.11442,85.39813,PM2.5,161,384,298
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",26-03-2025 22:00,26.11442,85.39813,NO2,6,39,18
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",26-03-2025 22:00,26.11442,85.39813,NH3,5,10,9
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",26-03-2025 22:00,21.237755,81.705301,NO2,20,29,24
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",26-03-2025 22:00,21.237755,81.705301,SO2,10,17,12
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",26-03-2025 22:00,21.237755,81.705301,CO,28,50,32
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",26-03-2025 22:00,22.06631475,83.33820077,SO2,NA,NA,NA
India,Bihar,Patna,"Samanpura, Patna - BSPCB",26-03-2025 22:00,25.596727,85.085624,NO2,38,52,46
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",26-03-2025 22:00,25.366336,87.117468,PM10,50,165,112
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",26-03-2025 22:00,25.366336,87.117468,CO,28,102,70
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",26-03-2025 22:00,25.366336,87.117468,OZONE,17,28,22
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",26-03-2025 22:00,22.368195,82.746431,NH3,1,1,1
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",26-03-2025 22:00,22.368195,82.746431,SO2,15,52,22
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",26-03-2025 22:00,22.348441,82.549611,NH3,1,7,3
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",26-03-2025 22:00,26.2271665,84.3570427,NH3,1,5,2
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",26-03-2025 22:00,28.647622,77.315809,NH3,1,14,7
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",26-03-2025 22:00,28.695381,77.181665,SO2,7,57,24
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",26-03-2025 22:00,28.695381,77.181665,CO,12,106,44
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",26-03-2025 22:00,28.4706914,77.1099364,NO2,16,150,81
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",26-03-2025 22:00,28.4706914,77.1099364,OZONE,5,287,143
India,Delhi,Delhi,"Bawana, Delhi - DPCC",26-03-2025 22:00,28.7762,77.051074,NO2,4,76,44
India,Delhi,Delhi,"Bawana, Delhi - DPCC",26-03-2025 22:00,28.7762,77.051074,NH3,6,9,8
India,Delhi,Delhi,"Bawana, Delhi - DPCC",26-03-2025 22:00,28.7762,77.051074,OZONE,6,179,86
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",26-03-2025 22:00,28.5512005,77.2735737,PM2.5,47,346,218
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",26-03-2025 22:00,28.58028,77.233829,NH3,7,11,9
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM",26-03-2025 22:00,28.588333,77.221667,PM10,NA,NA,NA
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",26-03-2025 22:00,28.5918245,77.2273074,PM2.5,44,307,164
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",26-03-2025 22:00,28.5918245,77.2273074,OZONE,6,110,52
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",26-03-2025 22:00,28.611281,77.237738,SO2,9,27,15
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",26-03-2025 22:00,28.636429,77.201067,PM2.5,27,330,189
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",26-03-2025 22:00,28.636429,77.201067,SO2,1,19,9
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",26-03-2025 22:00,28.636429,77.201067,CO,4,50,18
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",26-03-2025 22:00,28.530785,77.271255,PM10,105,478,291
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",26-03-2025 22:00,28.530785,77.271255,NO2,43,144,96
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",26-03-2025 22:00,28.530785,77.271255,CO,50,122,82
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",26-03-2025 22:00,28.530785,77.271255,OZONE,9,185,94
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",26-03-2025 22:00,28.623763,77.287209,NH3,6,13,8
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",26-03-2025 22:00,28.623763,77.287209,OZONE,5,207,100
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",26-03-2025 22:00,28.674045,77.131023,PM2.5,48,348,227
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",26-03-2025 22:00,28.674045,77.131023,PM10,88,319,200
India,Delhi,Delhi,"Pusa, Delhi - DPCC",26-03-2025 22:00,28.639652,77.146275,PM2.5,32,325,162
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",26-03-2025 22:00,28.5710274,77.0719006,SO2,8,16,11
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",26-03-2025 22:00,28.5627763,77.1180053,PM2.5,7,323,172
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",26-03-2025 22:00,28.5627763,77.1180053,NO2,87,172,126
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",26-03-2025 22:00,28.6811736,77.3025234,PM2.5,69,309,178
India,Delhi,Delhi,"ITO, Delhi - CPCB",26-03-2025 22:00,28.628624,77.24106,PM2.5,41,426,199
India,Delhi,Delhi,"ITO, Delhi - CPCB",26-03-2025 22:00,28.628624,77.24106,NH3,5,15,10
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",26-03-2025 22:00,28.58028,77.233829,PM2.5,22,308,153
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",26-03-2025 22:00,28.5512005,77.2735737,CO,18,142,66
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",26-03-2025 22:00,28.656756,77.227234,PM10,82,248,149
India,Delhi,Delhi,"DTU, Delhi - CPCB",26-03-2025 22:00,28.7500499,77.1112615,PM2.5,35,319,134
India,Delhi,Delhi,"DTU, Delhi - CPCB",26-03-2025 22:00,28.7500499,77.1112615,NO2,45,64,53
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",26-03-2025 22:00,28.498571,77.26484,PM10,90,432,189
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",26-03-2025 22:00,28.498571,77.26484,SO2,22,89,45
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",26-03-2025 22:00,28.5710274,77.0719006,PM10,89,500,274
India,Delhi,Delhi,"Mundka, Delhi - DPCC",26-03-2025 22:00,28.684678,77.076574,NH3,6,21,9
India,Delhi,Delhi,"Mundka, Delhi - DPCC",26-03-2025 22:00,28.684678,77.076574,CO,6,131,44
India,Delhi,Delhi,"Mundka, Delhi - DPCC",26-03-2025 22:00,28.684678,77.076574,OZONE,5,121,43
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",26-03-2025 22:00,28.60909,77.0325413,NO2,58,75,66
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",26-03-2025 22:00,28.60909,77.0325413,NH3,5,9,7
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",26-03-2025 22:00,28.60909,77.0325413,CO,20,87,69
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",26-03-2025 22:00,28.570173,76.933762,PM10,70,270,164
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",26-03-2025 22:00,28.570173,76.933762,SO2,8,28,17
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",26-03-2025 22:00,28.570173,76.933762,OZONE,1,303,140
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",26-03-2025 22:00,28.672342,77.31526,OZONE,4,183,92
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",26-03-2025 22:00,28.699793,77.165453,OZONE,1,305,116
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",26-03-2025 22:00,23.107969,72.574648,PM10,57,245,102
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",26-03-2025 22:00,23.107969,72.574648,NO2,9,96,45
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",26-03-2025 22:00,23.107969,72.574648,NH3,1,1,1
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",26-03-2025 22:00,23.002657,72.591912,PM2.5,16,295,75
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",26-03-2025 22:00,28.710508,77.249485,NO2,18,142,68
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",26-03-2025 22:00,28.710508,77.249485,OZONE,4,88,41
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",26-03-2025 22:00,28.531346,77.190156,PM2.5,37,328,168
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",26-03-2025 22:00,28.531346,77.190156,PM10,83,227,147
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",26-03-2025 22:00,28.531346,77.190156,NH3,5,8,6
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",26-03-2025 22:00,28.672342,77.31526,NO2,26,109,72
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",26-03-2025 22:00,28.672342,77.31526,NH3,1,7,4
India,Delhi,Delhi,"Pusa, Delhi - DPCC",26-03-2025 22:00,28.639652,77.146275,NO2,86,223,112
India,Delhi,Delhi,"Pusa, Delhi - DPCC",26-03-2025 22:00,28.639652,77.146275,SO2,15,40,24
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",26-03-2025 22:00,28.563262,77.186937,PM2.5,42,348,220
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",26-03-2025 22:00,28.563262,77.186937,SO2,27,68,48
India,Delhi,Delhi,"Rohini, Delhi - DPCC",26-03-2025 22:00,28.732528,77.11992,PM2.5,45,369,232
India,Delhi,Delhi,"Rohini, Delhi - DPCC",26-03-2025 22:00,28.732528,77.11992,NH3,9,17,13
India,Karnataka,Bidar,"Naubad, Bidar - KSPCB",26-03-2025 22:00,17.930306,77.482194,SO2,NA,NA,NA
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",26-03-2025 22:00,11.55358,76.55521,PM2.5,19,51,33
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",26-03-2025 22:00,11.55358,76.55521,PM10,29,61,46
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",26-03-2025 22:00,11.55358,76.55521,SO2,2,8,5
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",26-03-2025 22:00,13.428828,77.731418,NH3,1,1,1
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",26-03-2025 22:00,13.328028,75.797056,PM2.5,34,79,57
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",26-03-2025 22:00,13.328028,75.797056,PM10,50,75,63
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",26-03-2025 22:00,13.328028,75.797056,OZONE,11,41,32
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",26-03-2025 22:00,28.376058,77.315741,CO,31,52,49
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",26-03-2025 22:00,28.4417,77.3217,NH3,11,12,11
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",26-03-2025 22:00,28.422681,77.148944,PM10,93,341,179
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",26-03-2025 22:00,28.4275,77.1465,PM2.5,119,490,301
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",26-03-2025 22:00,28.3153,76.9143,PM10,21,71,47
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",26-03-2025 22:00,28.3153,76.9143,NO2,52,99,75
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",26-03-2025 22:00,28.3153,76.9143,CO,1,58,15
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",26-03-2025 22:00,23.002657,72.591912,OZONE,5,55,40
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",26-03-2025 22:00,23.020509,72.579261,PM2.5,41,167,69
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",26-03-2025 22:00,23.016834,72.625775,NH3,1,16,3
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",26-03-2025 22:00,23.016834,72.625775,CO,12,160,37
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",26-03-2025 22:00,23.076793,72.627874,PM2.5,77,295,136
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",26-03-2025 22:00,23.04307,72.562968,CO,2,142,31
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",26-03-2025 22:00,23.04307,72.562968,OZONE,2,83,47
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",26-03-2025 22:00,15.888653,74.541751,OZONE,19,21,19
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",26-03-2025 22:00,12.9135218,77.5950804,NH3,7,12,7
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",26-03-2025 22:00,12.9756843,77.5660749,NO2,31,36,33
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",26-03-2025 22:00,12.9756843,77.5660749,SO2,7,23,12
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",26-03-2025 22:00,13.029152,77.585901,PM2.5,39,87,55
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",26-03-2025 22:00,12.938539,77.5901,NO2,12,105,27
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",26-03-2025 22:00,30.943887,76.801991,OZONE,18,198,135
